filename,width,height,class,xmin,ymin,xmax,ymax
image74.jpg,1024,751,child,367,56,765,520
image75.jpg,1024,511,child,232,2,785,501
image76.jpg,1024,682,child,326,291,493,520
image76.jpg,1024,682,child,207,281,311,525
image77.jpg,1024,576,child,153,79,504,459
image77.jpg,1024,576,child,498,71,847,445
image79.jpg,683,1024,child,41,320,672,947
image80.jpg,1024,681,child,268,22,921,681
image81.jpg,1024,681,child,254,76,658,679
image82.jpg,768,1024,child,409,214,603,697
image82.jpg,768,1024,child,379,186,479,477
image82.jpg,768,1024,child,262,160,384,414
image82.jpg,768,1024,child,189,136,300,372
image82.jpg,768,1024,child,10,214,274,687
image82.jpg,768,1024,child,461,151,546,318
image83.jpg,1000,1000,child,323,375,453,631
image83.jpg,1000,1000,child,537,402,696,643
image84.jpg,576,1024,child,120,246,398,916
image85.jpg,284,177,child,107,50,177,161
image86.jpg,272,185,child,15,90,74,137
image86.jpg,272,185,child,73,89,116,138
image86.jpg,272,185,child,113,91,153,138
image86.jpg,272,185,child,147,97,189,138
image86.jpg,272,185,child,185,97,242,136
image87.jpg,1024,682,child,354,212,714,660
image88.jpg,1024,423,child,387,61,750,423
image89.jpg,1024,683,child,161,1,1024,532
image90.jpg,1024,576,child,440,64,619,508
image91.jpg,1024,768,child,545,197,823,761
image92.jpg,212,237,child,118,88,165,191
image92.jpg,212,237,child,46,79,119,194
image93.jpg,275,183,child,64,28,197,183
image94.jpg,1024,784,child,235,85,552,683
image95.jpg,1024,557,child,425,152,627,497
image96.jpg,275,183,child,60,18,140,102
image97.jpg,960,1024,child,196,127,729,902
image98.jpg,1024,683,child,88,367,183,474
image99.jpg,1024,682,child,228,88,791,635
image100.jpg,1024,683,child,226,99,598,503
image100.jpg,1024,683,child,441,31,989,511
image102.jpg,664,1024,child,253,343,630,800
image103.jpg,265,190,child,136,85,181,157
image104.jpg,275,183,child,73,22,209,183
image105.jpg,683,1024,child,186,284,551,971
image106.jpg,1024,775,child,508,140,861,628
image107.jpg,768,1024,child,200,143,485,546
image108.jpg,1024,731,child,2,196,1013,582
image109.jpg,1024,576,child,261,80,798,551
image110.jpg,1024,786,child,4,1,693,588
image111.jpg,638,1024,child,154,253,583,814
image112.jpg,754,1024,child,55,62,637,1000
image113.jpg,300,168,child,80,2,216,166
image114.jpg,1024,709,child,317,105,797,575
image115.jpg,275,183,child,78,58,147,154
image115.jpg,275,183,child,138,44,207,145
image116.jpg,273,184,child,156,39,220,158
image117.jpg,1024,576,child,99,50,385,492
image118.jpg,1024,682,child,155,300,409,619
image119.jpg,1024,640,child,1,263,435,634
image120.jpg,1024,818,child,236,201,797,710
image121.jpg,1024,754,child,231,40,823,684
image122.jpg,1024,576,child,212,128,387,402
image123.jpg,225,225,child,22,75,81,170
image123.jpg,225,225,child,48,45,96,154
image124.jpg,1024,752,child,397,53,863,701
image125.jpg,1024,683,child,422,141,671,576
image126.jpg,641,1024,child,77,161,581,897
image127.jpg,188,268,child,55,55,117,178
image128.jpg,1024,1024,child,512,174,880,842
image129.jpg,1024,750,child,225,63,784,581
image130.jpg,300,168,child,121,27,250,152
image131.jpg,258,196,child,73,50,187,148
image132.jpg,1024,747,child,278,216,570,529
image133.jpg,275,183,child,84,33,179,176
image134.jpg,1024,682,child,197,283,456,673
image135.jpg,1024,752,child,359,84,762,577
image136.jpg,225,225,child,59,66,178,132
image137.jpg,319,158,child,212,55,314,158
image137.jpg,319,158,child,115,45,215,150
image137.jpg,319,158,child,6,9,119,138
image138.jpg,1024,682,child,638,105,924,515
image138.jpg,1024,682,child,313,127,644,512
image138.jpg,1024,682,child,54,128,397,515
image139.jpg,1024,576,child,291,204,466,513
image140.jpg,300,168,child,126,47,212,156
image141.jpg,300,168,child,58,20,174,152
image142.jpg,1024,683,child,341,204,773,632
image143.jpg,1024,756,child,524,98,873,590
image143.jpg,1024,756,child,118,32,510,655
image144.jpg,292,173,child,74,43,158,120
image145.jpg,1024,643,child,10,228,646,599
image146.jpg,1024,607,child,282,46,655,441
image147.jpg,1024,576,child,164,2,819,576
image148.jpg,1024,576,child,261,35,827,570
image149.jpg,1024,576,child,140,54,830,516
image150.jpg,1024,576,child,319,49,973,572
image151.jpg,1024,576,child,334,236,586,570
image152.jpg,683,1024,child,91,423,255,871
image154.jpg,983,1024,child,564,170,903,770
image155.jpg,683,1024,child,37,35,484,966
image156.jpg,1024,683,child,245,37,653,467
image157.jpg,1024,777,child,387,337,657,578
image158.jpg,1024,683,child,531,49,914,680
image159.jpg,1024,682,child,331,92,837,673
image160.jpg,1024,768,child,100,236,255,572
image161.jpg,800,533,child,296,230,429,455
image161.jpg,800,533,child,465,185,617,478
image162.jpg,1024,683,child,338,284,700,680
image163.jpg,275,183,child,128,79,155,160
image163.jpg,275,183,child,83,43,118,103
image164.jpg,1024,576,child,457,341,611,576
image164.jpg,1024,576,child,343,212,507,540
image165.jpg,1024,681,child,494,434,587,636
image165.jpg,1024,681,child,685,368,820,630
image166.jpg,1024,576,child,678,271,796,507
image167.jpg,683,1024,child,297,534,487,769
image168.jpg,1024,592,child,635,153,742,404
image168.jpg,1024,592,child,407,243,515,417
image171.jpg,1024,684,child,130,287,357,621
image171.jpg,1024,684,child,321,225,507,553
image172.jpg,1024,683,child,554,389,643,499
image173.jpg,1024,683,child,40,13,618,683
image174.jpg,1024,1024,child,409,204,824,907
image175.jpg,1024,625,child,368,1,720,625
image176.jpg,500,500,child,199,8,410,453
image177.jpg,1024,575,child,504,200,814,565
image178.jpg,1024,575,child,325,113,720,538
image179.jpg,768,455,child,253,40,662,440
image181.jpg,660,397,child,25,208,81,364
image181.jpg,660,397,child,174,188,252,375
image181.jpg,660,397,child,280,163,375,358
image182.jpg,500,333,child,120,12,250,140
image183.jpg,480,294,child,25,1,114,232
image184.jpg,768,621,child,400,286,588,611
image185.jpg,640,391,child,337,160,425,271
image186.jpg,1000,1000,child,294,273,672,637
image188.jpg,400,267,child,74,101,209,223
image190.jpg,825,625,child,9,226,200,548
image191.jpg,1024,554,child,428,1,761,550
image192.jpg,392,262,child,1,118,94,244
image193.jpg,1024,576,child,354,69,643,503
image194.jpg,800,533,child,59,108,418,515
image195.jpg,824,548,child,104,274,268,444
image195.jpg,824,548,child,414,114,594,517
image196.jpg,600,337,child,144,84,390,329
image196.jpg,600,337,child,175,10,326,198
image197.jpg,448,252,child,94,9,348,240
image198.jpg,318,159,child,37,32,104,123
image198.jpg,318,159,child,164,15,284,130
image199.jpg,1024,768,child,190,144,637,658
image200.jpg,1024,576,child,446,69,735,576
image201.jpg,1024,1024,child,256,138,621,1024
image202.jpg,1024,683,child,59,160,960,607
image203.jpg,276,183,child,125,34,276,163
image204.jpg,1024,584,child,474,39,778,349
image205.jpg,1024,576,child,151,125,587,562
image206.jpg,682,1024,child,117,240,547,888
image207.jpg,1024,683,child,244,106,647,661
image208.jpg,1024,607,child,404,217,793,542
image209.jpg,275,183,child,132,32,219,157
image210.jpg,1024,1024,child,337,286,584,853
image211.jpg,1024,576,child,361,105,730,537
image212.jpg,1024,870,child,123,44,604,827
image213.jpg,1024,692,child,398,30,736,640
image214.jpg,683,1024,child,69,349,427,960
image215.jpg,1024,512,child,674,253,904,512
image216.jpg,1024,495,child,50,85,372,483
image216.jpg,1024,495,child,377,83,648,468
image216.jpg,1024,495,child,687,75,949,467
image217.jpg,275,183,child,43,94,77,144
image217.jpg,275,183,child,169,75,213,133
image217.jpg,275,183,child,219,31,241,77
image218.jpg,1024,683,child,555,59,883,599
image219.jpg,275,183,child,65,55,123,176
image220.jpg,259,195,child,86,23,203,184
image221.jpg,1024,748,child,276,96,692,568
image222.jpg,1024,683,child,117,68,658,639
image223.jpg,1024,683,child,97,147,427,637
image223.jpg,1024,683,child,459,148,829,631
image224.jpg,1024,685,child,136,184,501,541
image224.jpg,1024,685,child,479,155,832,532
image225.jpg,275,183,child,46,6,195,167
image226.jpg,275,183,child,163,43,251,140
image227.jpg,1024,748,child,60,219,363,642
image227.jpg,1024,748,child,345,245,682,623
image228.jpg,1024,653,child,324,228,881,470
image229.jpg,275,183,child,49,12,220,181
image230.jpg,1024,683,child,457,290,687,658
image231.jpg,1024,683,child,164,167,637,643
image232.jpg,1024,693,child,24,84,920,670
image233.jpg,1024,748,child,382,398,478,642
image233.jpg,1024,748,child,293,294,435,661
image234.jpg,683,1024,child,181,542,447,925
image235.jpg,275,183,child,119,23,215,137
image236.jpg,600,400,child,70,46,372,361
image237.jpg,600,896,child,66,257,557,825
image238.jpg,600,900,child,278,375,464,805
image239.jpg,600,400,child,187,68,453,399
image240.jpg,600,750,child,10,80,531,702
image241.jpg,600,400,child,378,102,563,362
image242.jpg,683,1024,child,95,126,672,839
image243.jpg,683,1024,child,170,294,568,712
image244.jpg,683,1024,child,16,197,683,851
image245.jpg,600,900,child,93,62,550,847
image246.jpg,600,900,child,99,260,476,828
image247.jpg,1024,683,child,288,114,717,656
image248.jpg,1024,683,child,341,185,559,683
image249.jpg,683,1024,child,112,351,522,928
image250.jpg,1024,683,child,390,198,603,528
image251.jpg,683,1024,child,174,477,435,984
image252.jpg,683,1024,child,191,288,631,878
image253.jpg,1024,683,child,296,58,553,651
image254.jpg,1024,683,child,221,136,790,617
image255.jpg,1024,683,child,454,356,647,663
image256.jpg,1024,683,child,310,283,495,536
image257.jpg,683,1024,child,429,482,602,947
image258.jpg,1024,683,child,147,109,373,602
image259.jpg,1024,683,child,379,100,898,683
image260.jpg,1024,683,child,631,234,805,633
image261.jpg,1024,683,child,30,47,741,597
image262.jpg,629,419,child,161,82,381,413
image263.jpg,723,480,child,152,81,353,459
image263.jpg,723,480,child,323,56,545,458
image264.jpg,549,365,child,91,123,186,344
image265.jpg,770,300,child,139,111,238,244
image265.jpg,770,300,child,246,96,304,236
image265.jpg,770,300,child,309,65,408,246
image265.jpg,770,300,child,399,27,487,243
image266.jpg,1024,576,child,412,6,1006,556
image267.jpg,1024,716,child,394,347,569,627
image267.jpg,1024,716,child,267,364,389,627
image268.jpg,1024,768,child,47,54,595,754
image269.jpg,1024,682,child,305,252,604,559
image270.jpg,1024,682,child,61,132,720,568
image271.jpg,1024,763,child,216,169,994,602
image272.jpg,1024,453,child,183,1,520,453
image272.jpg,1024,453,child,520,1,1017,433
image273.jpg,1024,740,child,367,228,680,628
image275.jpg,1024,768,child,68,222,521,768
image281.jpg,975,650,child,358,112,709,403
image283.jpg,1024,457,child,336,18,485,320
image293.jpg,467,312,child,52,50,150,303
image297.jpg,1024,614,child,72,204,230,552
image297.jpg,1024,614,child,498,149,552,267
image297.jpg,1024,614,child,572,86,616,144
image297.jpg,1024,614,child,531,107,576,178
image298.jpg,1024,683,child,241,314,406,606
image300.jpg,751,1024,child,148,227,387,941
image300.jpg,751,1024,child,412,355,605,749
image301.jpg,1000,666,child,414,237,556,535
image302.jpg,844,1000,child,456,47,844,1000
image303.jpg,800,533,child,211,207,415,415
image304.jpg,768,1024,child,317,236,688,791
image305.jpg,1024,635,child,250,53,719,520
image306.jpg,724,483,child,151,80,551,462
image307.jpg,682,1024,child,212,440,464,738
image308.jpg,768,1024,child,129,89,550,925
image309.jpg,1024,999,child,109,297,674,937
image310.jpg,527,350,child,101,98,343,311
image311.jpg,1024,754,child,408,216,672,449
image312.jpg,1024,576,child,165,167,390,526
image313.jpg,1024,731,child,419,302,659,489
image314.jpg,1024,681,child,432,167,820,537
image315.jpg,1024,676,child,296,181,559,676
image316.jpg,1024,683,child,368,194,615,665
image317.jpg,754,1024,child,212,316,644,1006
image318.jpg,1024,747,child,419,2,721,528
image319.jpg,643,1024,child,107,333,548,918
image320.jpg,1024,683,child,8,148,661,565
image321.jpg,1024,683,child,337,116,567,465
image324.jpg,1023,1024,child,205,116,1001,755
image325.jpg,1024,1024,child,376,116,802,565
image326.jpg,1024,1024,child,41,31,762,682
image327.jpg,1024,682,child,418,324,643,566
image328.jpg,1024,682,child,316,189,605,408
image330.jpg,1024,576,child,603,10,935,576
image330.jpg,1024,576,child,204,45,394,324
image333.jpg,1024,679,child,472,224,676,525
image334.jpg,1024,683,child,214,187,466,589
image335.jpg,1024,683,child,459,127,830,663
image336.jpg,1024,682,child,477,247,690,611
image337.jpg,683,1024,child,187,347,536,918
image338.jpg,1024,379,child,66,41,248,286
image340.jpg,1024,753,child,196,51,548,639
image342.jpg,612,408,child,363,19,481,357
image342.jpg,612,408,child,282,55,403,350
image343.jpg,1024,682,child,328,34,737,603
image344.jpg,525,349,child,214,40,499,345
image345.jpg,390,280,child,86,31,345,194
image346.jpg,1024,683,child,370,159,882,635
image347.jpg,1024,684,child,779,287,919,492
image348.jpg,600,500,child,54,69,500,482
image349.jpg,800,540,child,178,155,669,429
image350.jpg,1024,400,child,331,11,843,389
image351.jpg,1000,668,child,321,34,733,610
image352.jpg,1024,400,child,389,5,702,400
image353.jpg,992,558,child,337,38,738,552
image354.jpg,992,558,child,146,1,826,552
image355.jpg,960,673,child,288,222,528,487
image356.jpg,1024,535,child,427,57,852,505
image357.jpg,1001,1001,child,63,47,494,940
image358.jpg,1024,684,child,239,179,444,585
image359.jpg,800,600,child,240,84,419,533
image360.jpg,740,520,child,330,61,559,424
image361.jpg,740,520,child,206,178,352,373
image361.jpg,740,520,child,414,46,552,360
image363.jpg,1024,1024,child,633,102,1024,838
image369.jpg,1024,683,child,358,191,719,605
image370.jpg,1024,682,child,518,246,899,646
image371.jpg,1024,683,child,184,105,479,471
image372.jpg,683,1024,child,229,255,549,910
image375.jpg,1000,687,child,402,142,777,494
image376.jpg,960,720,child,106,184,397,580
image377.jpg,484,720,child,126,275,426,663
image378.jpg,1024,680,child,218,123,489,660
image378.jpg,1024,680,child,455,72,776,645
image380.jpg,1024,762,child,257,176,582,496
image381.jpg,1024,687,child,403,65,598,565
image382.jpg,800,533,child,255,111,800,530
image383.jpg,275,183,child,97,40,204,162
image384.jpg,1024,754,child,476,84,941,675
image385.jpg,1024,683,child,253,72,727,648
image389.jpg,800,450,child,1,46,527,404
image390.jpg,633,471,child,179,27,488,290
image392.jpg,360,480,child,195,145,356,414
image393.jpg,259,194,child,10,41,202,123
image394.jpg,275,183,child,137,60,223,161
image395.jpg,1024,768,child,332,235,554,501
image397.jpg,1024,802,child,658,1,967,341
image397.jpg,1024,802,child,465,1,698,315
image397.jpg,1024,802,child,256,1,509,344
image397.jpg,1024,802,child,1,1,276,352
image398.jpg,1024,803,child,192,140,835,676
image399.jpg,275,183,child,112,28,201,162
image399.jpg,275,183,child,23,20,108,164
image401.jpg,262,192,child,22,40,216,181
image402.jpg,1024,576,child,137,92,524,458
image402.jpg,1024,576,child,483,68,857,447
image403.jpg,212,237,child,36,79,122,188
image403.jpg,212,237,child,114,83,168,191
image404.jpg,1024,683,child,387,199,657,620
image405.jpg,638,1024,child,159,255,587,820
